ein,name,street,city,state,zip,affiliation,deductibility,activity,organization,tax_period,asset_cd,income_cd,filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,elf,tax_pd,subseccd,totrevnue,totliabend,filedf990tcd,gftgrntsrcvd170,grsrcptsrelated170,exceeds1pct509,grsinc509
452976420,GREATER BIRMINGHAM AUBURN CLUB DONOR SOCIETY INC,PO BOX 660526,BIRMINGHAM,AL,35266-0526,3,1,0,1,201612,1,2,2,12,1982,22650,22650,Y,201512,3,0,0,N,0,0,0,88
452980023,NON-PROFIT SHARED SERVICE,14 GAY ST APT 3,NEW YOR,NY,10014-3556,3,1,0,1,2,1,1,2,12,425,801,801,N,201412,3,225,0,N,5365,0,0,0
452982219,FRIENDS OF THE MAKTABA PROJECT INC,7500 W LAKE MEAD BLVD 625,LAS VEGAS,NV,89128-0297,3,1,0,1,201612,1,2,2,12,2216,21547,21547,Y,201512,3,16300,0,N,0,0,0,0
452983344,WILLAMETTE FALLS HERITAGE AREA COALITION INORPORATED,PO BOX 7,WEST LINN,OR,97068-0007,3,1,0,1,201606,3,3,1,6,74197,86912,86912,N,201506,3,74470,0,N,0,0,0,0
452993472,STATESBORO BULLOCH COUNTY BREAST CANCER FOUNDATION INCORPORATED,PO BOX 2983,STATESBORO,GA,30459-2983,3,1,0,1,201512,2,3,2,12,23376,43829,25173,Y,201512,3,25173,0,N,76110,23120,0,0
453004164,BAYSHORE CHRISTIAN SCHOOL FOUNDATION INC,23050 US HIGHWAY 98,FAIRHOPE,AL,36532-3370,3,1,0,1,201606,4,2,2,6,298578,12684,12684,Y,201605,3,0,0,N,1088866,577118,0,0
453007639,MONOCACY HEALTH PARTNERS LLC,400 WEST SEVENTH STREET,FREDERICK,MD,21701-4506,3,1,0,1,201606,7,8,1,6,6777161,26613959,26613959,Y,201506,3,25011033,21475034,N,0,0,0,0
453016194,WELL MINISTRIES,3 NANTUCKET CT,MADISON,WI,53719-2207,3,1,0,1,201612,1,1,2,12,1,7150,7150,Y,201512,3,37712,0,N,0,0,0,0
453022605,EXPERIENCE ISRAEL NOW INC,164 OLD SOUTH WAY,FORT VALLEY,GA,31030-5367,3,1,0,1,201512,4,4,1,12,140086,282575,275540,Y,201512,3,227956,76521,N,0,0,0,0
453029201,WORKFORCE INCUBATOR FOUNDATION,1141 CATALINA DR PMB 272,LIVERMORE,CA,94550-5928,3,1,0,1,201612,3,3,1,12,98819,73878,73878,Y,201412,3,31948,0,N,0,0,0,0
453034782,SAM HOUSTON RACE PARK CHAPLAINCY,7575 N SAM HOUSTON PKWY W,HOUSTON,TX,77064-3417,3,1,0,1,201612,1,2,6,12,4051,23605,23605,N,201412,3,24495,0,N,0,0,0,0
453035382,DEGREES OF CHANGE,PO BOX 1573,TACOMA,WA,98401-1573,3,1,0,1,201706,4,6,1,6,331126,1100764,1100764,Y,201606,3,198669,53388,N,515459,844219,0,0
453036832,DRUG ABUSE COMPREHENSIVE COORDINATING OFFICE FOUNDATION INC,4422 E COLUMBUS DR,TAMPA,FL,33605-3233,3,1,0,1,201606,7,3,1,6,6269563,59794,59794,N,201506,3,0,0,N,0,0,0,0
453040646,NATURE TRACK FOUNDATION,PO BOX 953,LOS OLIVOS,CA,93441-0953,3,1,0,1,201606,3,3,1,6,43342,94427,94427,N,201506,3,67549,13371,N,203628,0,0,0
453054601,NORTHERN CALIFORNIA SURGICAL QUALITY COLLABORATIVE,50 SOUTH SAN MATEO DR STE 250,SAN MATEO,CA,94401-3857,3,1,0,1,201612,1,1,2,12,1420,1000,1000,Y,201512,3,0,0,N,0,0,0,0
453063435,I M STILL STANDING COMMUNITY CORPORATION,334 JOPPA CROSSING CT,JOPPA,MD,21085-3741,3,1,0,1,201512,1,0,2,12,201,0,0,Y,201512,3,0,6901,N,13270,0,0,0
453073299,PARENT BOOSTER USA INC,PO BOX 331,ANOKA,MN,55303-0331,9,1,0,1,201605,3,3,1,5,57884,60961,35939,Y,201605,3,35939,0,N,0,0,0,10
453074708,CALIFORNIA CHRONIC CARE COALITION,1225 8TH STREET,SACRAMENTO,CA,95814-4809,3,1,0,1,201612,3,4,1,12,51617,238910,238910,Y,201512,3,0,0,N,319247,0,0,0
453083144,KANAYSON INC,3415 ERBES RD,THOUSAND OAKS,CA,91362-1113,3,1,0,1,201412,1,4,1,12,4245,370502,370502,N,201412,3,370502,0,N,0,0,0,0
453100333,AGAPE LEARNING ACADEMY,662 MILFORD HARRINGTON HWY,MILFORD,DE,19963-5307,3,1,0,5,201612,3,4,1,12,29045,227706,227706,Y,201512,3,186908,34381,N,0,0,0,0
453108162,SEND ME,1243 WATER TOWER PL,ARNOLD,MO,63010-2142,3,1,0,1,201612,2,4,1,12,19989,112684,112307,Y,201512,3,133431,0,N,0,0,0,0
453114674,CADET AIR CORPS MUSEUM,1100 MAIN ST STE 2700,KANSAS CITY,MO,64105-5195,3,1,0,1,201612,4,4,1,12,339880,125000,125000,Y,201512,3,0,0,N,0,0,0,0
453123005,ANIMAL RESCUE OF QUEENS I,1210 ASTORIA PAR,ASTORIA,NY,11102-3789,3,1,0,1,2,6,6,1,12,1502859,2226009,724539,Y,201512,3,45686,722443,N,818676,74540,0,0
453140600,JUNIPER HILL SCHOOL FOR P,180 GOLDEN RIDGE,ALNA,ME,04535-3636,3,1,0,1,2,3,3,1,12,58231,93725,93725,N,201306,3,203351,2524,N,0,0,0,0
453141697,UPLIFT HUMANITY INDIA COR,PO BOX 5164,BASKING,NJ,07920-5164,3,1,0,1,2,3,4,1,12,42665,186518,186518,N,201512,3,130629,0,N,1,0,0,0
453144668,ACADEMY OF KOREA POLICY OUTREACH INC,1800 K ST NW STE 300,WASHINGTON,DC,20006-2225,3,1,0,1,201612,3,0,2,12,96772,0,0,Y,201512,3,0,0,N,192492,0,0,0
453145410,COMPLETING THE CALL MINISTRIES INC,145 BAYTREE BLVD,TAVARES,FL,32778-4513,3,1,0,1,201609,1,3,2,9,8677,44149,44149,N,201509,3,27115,38867,N,0,0,0,0
453154034,THANKFUL PAWS,PO BOX 97,PERRY HALL,MD,21128-0097,3,1,0,1,201612,0,0,2,12,0,0,0,N,201512,3,0,0,N,186800,0,0,0
453156691,ADAIR COUNTY ENVIRONMENT HEALTH INITIATIVE INC,PO BOX 1362,STILWELL,OK,74960-1362,3,1,0,1,201509,1,4,1,9,2824,273897,273897,Y,201409,3,0,493,N,948052,0,0,0
453169217,THE CSRA TENNIS C A T INC,PO BOX 1793,AUGUSTA,GA,30903-1793,3,1,0,1,201612,1,2,2,12,10,22525,20389,Y,201512,3,15718,0,N,0,0,0,0
453169817,DUESENBERG FOUNDATION INC,PO BOX 10321,PANAMA CITY,FL,32404-1321,3,1,0,1,201512,5,3,1,12,520814,70498,19975,Y,201512,3,0,0,N,0,0,0,61111
453180068,FOUNTAIN LAKES IRRIGATION CO-OP INC,22201 FOUNTAIN LAKES BLVD,ESTERO,FL,33928-2305,3,2,0,1,201612,5,4,1,12,570732,181555,181555,Y,201512,12,0,0,N,0,0,0,0
453206328,MAGIC ISLAND SAILING FOUNDATION,1778 ALA MOANA BLVD 3819-20,HONOLULU,HI,96815-1605,3,1,0,1,201612,3,1,2,12,66666,4800,3476,N,201512,3,0,453,N,0,0,0,0
453215312,PORTSMOUTH HOSPITAL CORPORATION,2201 LEXINGTON AVE,ASHLAND,KY,41101-2843,3,1,0,1,201609,8,8,1,9,31441482,24938378,24938378,Y,201509,3,21458473,42052180,N,0,0,0,0
453231864,FRIENDS FOR ANIMALS SANCTUARY INC,5000 N WICKHAM RD STE 110,MELBOURNE,FL,32940-7321,3,1,0,1,201612,5,4,1,12,947046,305427,305427,Y,201512,3,193216,83412,N,0,0,0,782
453248639,AMERICAN FRIENDS OF THE TAXPAYERS ALLIANCE INC,1141 HOLLY TREE FARMS RD,BRENTWOOD,TN,37027-6301,1,1,0,1,201612,3,3,1,12,30194,65814,65814,Y,201512,3,0,0,N,144163,0,0,0
453267802,SUNSET LANE EDUCATION FOUNDATION,2030 SUNSET LN,FULLERTON,CA,92833-1852,3,1,0,1,201706,3,3,2,6,30429,29082,18242,N,201506,3,41762,0,N,0,0,0,0
453267802,SUNSET LANE EDUCATION FOUNDATION,2030 SUNSET LN,FULLERTON,CA,92833-1852,3,1,0,1,201706,3,3,2,6,30429,29082,18242,Y,201606,3,16234,0,N,0,0,0,0
453275881,KNOW HIS LOVE,PO BOX 701,BATTLEGROUND,WA,98604-0701,3,1,0,1,201612,3,4,1,12,27383,164928,164928,Y,201512,3,0,0,N,277121,0,0,0
453323457,WESTERN PENNSYLVANIA POLICE BENEVOLENT FOUNDATION INC,PO BOX 444,SOUTH PARK,PA,15129-0444,3,1,0,1,201606,4,4,1,6,131421,136158,109295,Y,201606,3,0,0,N,0,0,0,3
453324285,INDUSTRIAL WORKERS OF THE,4 OPEN SQUARE WA,HOLYOKE,MA,01040-6295,9,2,0,5,2,1,1,2,6,3495,935,935,N,201506,5,935,0,N,0,0,0,0
453327054,TEXAS PACE ASSOCIATION,675 NORTH WASHINGTON STREET SUITE 3,ALEXANDRIA,VA,22314-1934,3,2,0,1,201612,4,3,1,12,140062,86820,86820,Y,201512,6,87920,0,N,0,0,0,0
453332540,URBAN HEALTH PARTNERSHIPS INCORPORATED,425 NE 22ND ST STE 401,MIAMI,FL,33137-5181,3,1,0,1,201612,3,4,1,12,32902,295658,295658,Y,201512,3,0,5059,N,1116724,0,0,0
453340379,DNA ACADEMY,350 D ST NW,EPHRATA,WA,98823-1654,3,1,0,1,201612,4,2,2,12,142868,23682,23682,Y,201512,3,30250,0,N,110585,0,0,0
453356524,I AM BECOMING,PO BOX 14454,MILL CREEK,WA,98082-2454,3,1,0,1,201612,1,3,2,12,826,39027,39027,Y,201512,3,31827,0,N,65006,26000,0,0
453368884,ANIMALS UNITED MOVEMENT,PO BOX 6105,SANTA ROSA,CA,95406-0105,3,1,0,1,201512,5,5,1,12,600509,660397,660397,Y,201512,3,519370,0,N,0,0,0,0
453413606,UNIVERSITY OF FLORIDA,8400 PICOS RD STE 101,FORT PIERCE,FL,34945-3045,9,1,0,5,201708,4,4,1,8,127847,186859,160264,Y,201608,3,173178,0,N,0,0,0,0
453436465,YOUNG WOMENS COLLEGE PREP,133 HOOVER DR,ROCHEST,NY,14615-2603,3,1,0,1,2,6,6,1,6,1690575,3624435,3624435,Y,201506,3,2877199,222998,N,0,0,0,0
453436898,ENDS OF THE EARTH MISSIONS INC,PO BOX 60877,JACKSONVILLE,FL,32236-0877,3,1,0,1,201612,1,3,1,12,8240,57331,57331,Y,201512,3,76765,0,N,234815,0,0,0
453444505,SAFE AT LAST SANCTUARY INC,PO BOX 149,WAVERLY,WV,26184-0149,3,1,0,1,201612,1,3,2,12,2959,48930,48930,Y,201512,3,51571,0,N,0,0,186656,0
453450122,LOS ANGELES COUNTY SHERIFFS DEPARTMENT FOUNDATION,2566 OVERLAND AVE STE 600,LOS ANGELES,CA,90064-5600,3,1,0,1,201612,2,2,2,12,15000,15000,15000,N,201512,3,0,0,N,0,0,0,0
453453934,PETRA FOUNDATION,22 COLONIAL LAKE,LAWRENC,NJ,08648-4130,3,1,0,1,2,1,1,2,12,1,8500,8443,N,201512,3,8443,0,N,0,0,0,0
453477721,COMMUNITY DEVELOPMENT RESOURCE CENTER INC,PO BOX 67125,ALBUQUERQUE,NM,87193-7125,3,1,0,1,201612,1,1,2,12,730,426,426,N,201512,3,621,0,N,0,0,0,0
453478015,W E B DUBOIS CONSORTIUM OF CHARTER SCHOOLS,1980 NONCONNAH BLDV STE 400,MEMPHIS,TN,38132-0000,3,1,0,1,201606,6,7,1,6,1687013,9354069,9354069,N,201606,3,0,1815678,N,0,0,0,0
453478053,APPALACHIAN PARTNERSHIP INC,35 PUBLIC SQ,NELSONVILLE,OH,45764-1132,3,1,0,1,201612,6,6,1,12,1394414,3187582,3187582,N,201412,3,377969,120059,N,6144483,377969,0,0
453478448,LIFE OF A SINGLE MOM,11613 NEWCASTLE AVENUE SUITE A,BATON ROUGE,LA,70816-2215,3,1,0,1,201612,4,5,1,12,244370,685685,662452,Y,201512,3,33446,2829,N,797324,57849,0,0
453503234,AMERICAN RAILWAY DEVELOPMENT ASSOCIATION,410 FIRST STREET SUITE 200,WASHINGTON,DC,20003-1819,3,2,0,1,201608,4,4,1,8,187865,161147,161147,N,201508,6,13346,90763,N,0,0,0,0
453547978,SLC BIKE SHARE,150 S STATE ST,SALT LAKE CITY,UT,84111-1748,3,1,0,1,201606,6,6,1,6,3309631,2139788,2139788,Y,201506,3,163604,401797,N,2093978,0,0,0
453551126,IRANIAN AMERICAN WOMEN FOUNDATION,2091 BUSINESS CENTER DR STE 110,IRVINE,CA,92612-1120,3,1,0,1,201612,4,5,1,12,160724,571633,553489,Y,201512,3,338350,63838,N,0,0,311000,40
453557000,CENTER FOR ARTISTIC ACTIV,PO BOX 543,BEACON,NY,12508-0543,3,1,0,1,2,3,4,1,12,65778,109357,109357,Y,201512,3,106996,2044,N,425072,56028,0,0
453557436,MY REFUGE,PO BOX 1233,LUMBERTON,NC,28359-1233,3,1,0,1,201612,3,3,1,12,91261,69502,69502,Y,201512,3,66631,0,N,0,0,0,0
453565514,NEW JERSEY AIDS WALK,44 SOUTH ST,MORRIST,NJ,07960-4136,3,1,0,1,2,3,4,1,6,48788,249497,227871,Y,201606,3,0,0,N,820185,0,0,0
453565942,JAGADGURU NARENDRACHARYAJ,4 RICHMOND CT,PRINCET,NJ,08550-2209,3,1,0,1,2,3,2,2,12,39093,11120,11120,Y,201512,3,0,0,N,0,0,0,0
453571368,FAIRHOPE FILM FESTIVAL INC,122 FAIRHOPE AVE 3,FAIRHOPE,AL,36532-2314,3,1,0,1,201612,4,4,1,12,122416,105613,105613,Y,201512,3,43806,178,N,425213,104296,0,0
453573499,ANDEES ARMY,PO BOX 420016,ATLANTA,GA,30342-0016,3,1,0,1,201612,5,5,1,12,827740,978059,799969,Y,201512,3,0,42772,N,0,0,0,2066
453574390,CENTER MANAGEMENT INC,PO BOX 10965,JACKSON,WY,83002-0965,3,1,0,1,201609,4,6,1,9,361831,1002317,1002317,Y,201509,3,1041631,165792,Y,0,0,35776,160
453574741,JOANNA FRANCIS LIVING WELL,1393 FERZON WAY,TALLAHASSEE,FL,32312-9006,3,1,0,1,201512,2,3,1,12,10793,57562,57562,N,201212,3,29970,0,N,14600,0,0,0
453576376,HOME OWNERSHIP CENTER AT,990 JAMES ST STE,SYRACUS,NY,13203-2880,3,1,0,1,2,4,4,1,4,232368,414835,414835,Y,201604,3,414835,225181,N,0,0,0,0
453582712,WHY NOT NOW MINISTRIES INC,PO BOX 1571,BENICIA,CA,94510-4571,3,1,0,1,201512,3,4,1,12,32333,132063,132063,Y,201512,3,132063,0,N,49244,0,0,0
453584225,PEDIATRIC MEDICAL SERVICES OF FLORIDA INC,10140 CENTURION PKWY N,JACKSONVILLE,FL,32256-0532,3,1,0,1,201612,6,8,1,12,2689486,11875455,11873287,Y,201512,3,10554388,15831996,N,0,0,0,7287
453589529,AMERICAN DREAM SOCCER ACADEMY,2516 FOX MILL RD,HERNDON,VA,20171-2549,3,1,0,1,201612,1,1,2,12,298,174,174,N,201312,3,37318,47649,N,56971,0,0,0
453634304,STA-MO BASEBALL,1102 SHIRLEEN DR,STAFFORD,TX,77477-6386,3,1,0,1,201612,2,3,2,12,21043,36256,32601,N,201512,3,36006,0,N,0,0,0,0
453641077,FLUTTERBY IZZYJANE,10247 S MOOSEHEAD WAY,SOUTH JORDAN,UT,84009-7779,3,1,0,1,201612,2,0,2,12,12254,0,0,Y,201512,3,4146,0,N,57831,0,0,0
453641847,RESEARCH CENTER ON NATURA,1 ARDEN ROAD,HARRIMA,NY,10926-0000,3,1,0,1,2,8,4,1,12,40823267,170605,170605,Y,201512,3,0,25349233,N,192119,1483000,0,0
453649441,JOSH LINDBLOM FOUNDATION INC,PO BOX 4906,LAFAYETTE,IN,47903-4906,3,1,0,1,201612,3,3,1,12,30073,80411,80411,Y,201512,3,52270,0,N,0,0,0,0
453651957,ELEMENT 11 INC,663 W 100 S,SALT LAKE CTY,UT,84104-1002,3,1,0,1,201612,4,4,1,12,159259,175547,175547,Y,201512,3,134579,0,N,0,0,0,309
453656901,GOODWILL ABILITIES INC,4-21 27TH AVE,ASTORIA,NY,11102-4175,3,1,0,1,2,0,0,2,6,0,0,0,Y,201506,3,0,0,N,0,0,0,0
453658025,XELA AID - PARTNERSHIPS FOR SELF RELIANCE,111 W OCEAN BLVD SUITE 422,LONG BEACH,CA,90802-4622,3,1,0,1,201612,4,5,1,12,313287,606263,606263,N,201512,3,22489,13131,N,1378036,56448,0,0
453680350,INVOLVED GROUP INC,341 MARTHA LEE DR,HAMPTON,VA,23666-3664,3,1,0,1,201612,1,3,2,12,3696,26504,26504,Y,201512,3,0,0,N,107596,0,0,0
453686042,US RESILIENCY COUNCIL,35 VALLEY RD,ATHERTON,CA,94027-6434,3,1,0,1,201612,4,4,1,12,308260,241786,241786,Y,201512,3,46280,0,N,0,0,0,0
453686267,GIVE FOR GREATNESS INC,175 CLEVELAND AV,BUFFALO,NY,14222-1656,3,1,0,1,2,1,3,2,12,5440,28814,28814,Y,201512,3,28814,0,N,181942,0,0,0
453690574,IGLESIA DE JESUCRISTO MANANTIAL DE VIDA,10125 ETON AVE,CHATSWORTH,CA,91311-3010,3,1,0,1,201512,2,3,6,12,12845,35012,35012,Y,201512,3,35012,0,N,0,0,0,0
453707298,UPPER MIDWEST ASSOCIATION OF COLLEGIATE REGISTRARS AND ADMISSIO,175 W MARK ST,WINONA,MN,55987-3384,3,2,0,1,201612,2,2,2,12,21188,17025,17025,Y,201512,6,54841,0,N,0,0,0,0
453710305,IDAHO VETERANS RESEARCH AND EDUCATION FOUNDATION INC,500 W FORT STREET BLDG 117,BOISE,ID,83702-4501,3,1,0,1,201609,4,5,1,9,453568,856202,856202,Y,201509,3,0,294165,N,1107315,0,0,0
453716675,GLOBAL MISSIONS STRATEGIES INC,225 CHADWYCK LN,CANTON,GA,30115-6150,3,1,0,1,201612,3,4,1,12,29615,235853,235853,Y,201512,3,0,0,N,0,0,0,0
453726025,CLARE CHARITABLE FOUNDATION,55 EAST PEARSON ST,CHICAGO,IL,60611-2535,3,1,0,1,201612,3,4,1,12,34313,265082,265082,N,201512,3,0,0,N,0,0,0,0
453726266,CRAWMERS CRITTERZ,2891 NE CONNERS AVE,BEND,OR,97701-8736,3,1,0,1,201612,3,6,1,12,60797,1694771,1694178,Y,201512,3,1631215,193691,N,0,0,0,0
453733724,KOLLEL BAIS YISRAEL,5314 16TH AVE ST,BROOKLY,NY,11204-1425,3,1,0,1,2,2,4,1,12,12457,283194,283194,N,201512,3,0,0,N,1007835,0,0,0
453744821,FARNSWORTH SCHOOL ORGANIZATION INC,1290 ARCADE ST,SAINT PAUL,MN,55106-2069,3,1,0,1,201607,3,4,1,7,62846,208582,208582,N,201507,3,0,0,N,878562,0,0,0
453752661,COLLEGE ADMISSIONS MADE POSSIBLE,5529 1ST AVE SOUTH,BIRMINGHAM,AL,35212-2507,3,1,0,1,201612,3,4,1,12,47718,420043,420043,Y,201512,3,281633,0,N,0,0,0,0
453753394,H LAUFER SCHOLARSHIP FUND,143 SPRING DR,EAST ME,NY,11554-2269,3,1,0,1,2,1,1,2,12,1854,3178,3178,N,201412,3,3567,0,N,12248,0,0,0
453755635,CAMBRIDGE COMPETITIVE CURLING CLUB INC,PO BOX 204,CAMBRIDGE,MN,55008-0204,3,1,0,1,201607,3,3,2,7,78499,39648,39648,N,201507,3,29907,0,N,0,0,0,0
453759401,CRIS QUINN INDOOR SOCCER COMPLEX INC,PO BOX 12440,BEAUMONT,TX,77726-2440,3,2,0,1,201612,4,4,1,12,117862,137615,130459,Y,201512,4,122424,0,N,0,0,0,0
453760046,ANAMBRA STATE ASSOCIATION DALLAS-FORT WORTH INC ASA-DFW INC,5116 HADDONSTONE DR,ARLINGTON,TX,76017-1890,3,1,0,5,201612,3,2,2,12,40305,19302,19302,Y,201512,3,33186,0,N,0,0,0,0
453766151,ADVOCATES FOR FAMILIES IN CRISIS,301 N THOMPSON RM/STE 217,CONROE,TX,77301-0000,3,1,0,1,201612,3,5,1,12,80362,990746,990746,Y,201512,3,0,1763,N,3204883,0,0,0
453773308,IGDC SOLUTIONS INC,348 KELSEY RD,SAN DIMAS,CA,91773-1574,3,1,0,1,201612,1,0,2,12,2504,0,0,Y,201512,3,0,0,N,0,0,0,0
453786377,ST LUKES EPISCOPAL MOBILE MEDICAL MINISTRY,PO BOX 53074,SHREVEPORT,LA,71135-3074,3,1,0,1,201612,4,4,1,12,246658,205803,205803,Y,201512,3,0,0,N,485750,0,0,0
453788137,AMY WINEHOUSE FOUNDATION,599 LEXINGTON AV,NEW YOR,NY,10022-6030,3,1,0,1,2,4,3,2,12,129101,35420,35420,N,201512,3,35420,2500,N,595362,297687,0,0
453790143,LOOGOOTEE COMMUNITY SCHOOL VEBA TRUST,PO BOX 282,LOOGOOTEE,IN,47553-0282,3,2,0,2,201606,6,3,1,6,1284641,50919,50919,N,201506,9,66282,0,N,0,0,0,0
453791962,OWSLEY STANLEY FOUNDATION,PO BOX 625,OCCIDENTAL,CA,95465-0625,3,1,0,1,201612,4,2,2,12,140535,15618,13365,N,201512,3,171199,0,N,152164,69511,0,0
453796664,SALON NATIONAL LABOUTIQUE DES HUIT CHAPEAUX ET QUANANTE FEMMES,245 LAUREL GROVE RD,WINCHESTER,VA,22602-2849,9,1,907000000,5,201607,1,1,2,7,398,180,180,N,201507,4,465,1,N,0,0,0,0
453801536,CORNERSTONE WOMENS CENTER,PO BOX 117,SAINT MICHAEL,MN,55376-0117,3,1,0,1,201606,4,4,1,6,291064,129936,116326,Y,201606,3,116326,75539,N,350730,0,0,0
453807928,HIGHLAND BULLDOG BASEBALL BOOSTERS,3323 CASPIAN DR,PALMDALE,CA,93551-4888,3,1,0,5,201512,1,2,2,12,4382,10490,9290,Y,201512,3,9290,0,N,14185,0,0,0
453809279,AMERICAN ASSOCIATION OF WOODTURNERS,222 LANDMARK CENTER 75 W 5TH ST,ST PAUL,MN,55102-0000,3,1,0,1,201612,6,6,1,12,1248272,1845261,1747657,Y,201512,3,1565386,700988,Y,0,0,0,28922
453814777,CROSS TRAIL OUTFITTERS INC,118 MAIN ST STE 1A,HOMER,IL,61849-1245,9,1,0,1,201612,3,4,1,12,50598,137166,114339,Y,201512,3,72402,28852,N,0,0,0,8
453814914,WPDA INC,1080 W 4TH ST,WINSTON SALEM,NC,27101-2411,3,1,0,1,201612,8,5,1,12,12097315,664563,162061,Y,201512,3,0,6088850,Y,632227,0,0,0
453825787,ADVANCED CYBER SECURITY C,18 TREMONT ST ST,BOSTON,MA,02108-2316,3,1,0,1,2,4,5,1,12,312994,875617,875617,Y,201512,3,1023757,104500,N,305000,43523,0,0
453835199,CHRISTMAS IN THE WARDS,1030 E 87TH ST,CHICAGO,IL,60619-6314,3,1,0,1,201512,1,3,1,12,1,89130,89130,N,201412,3,0,0,N,388994,388994,0,0
453844774,THE MULLEN HIGH SCHOOL FOUNDATION INC,3601 S LOWELL BLVD,DENVER,CO,80236-3001,3,1,0,1,201607,5,3,1,7,547864,79115,79115,Y,201607,3,0,0,N,0,0,0,0
453850816,SEPHARADIC RABBINICAL FUN,PO BOX 671003,FLUSHIN,NY,11367-7003,3,1,0,1,2,0,0,2,12,0,0,0,Y,201512,3,35940,0,N,109754,0,0,0
453867312,CLUB FRASER INC,34501 UTICA RD,FRASER,MI,48026-3576,3,2,0,1,201612,1,1,2,12,5174,2436,2436,Y,201512,7,3050,0,N,0,0,0,0
453913486,BAPTIST 4 HAITI INC,102 W WEED ST,SAINT MARYS,GA,31558-8302,3,1,0,1,201512,4,4,1,12,126107,277965,277965,Y,201512,3,136365,1522,N,0,0,0,0
453930791,MICAH CENTER,2010 KALAMAZOO AVE SE,GRAND RAPIDS,MI,49507-4004,3,1,0,1,201612,4,4,1,12,127948,228957,228957,Y,201512,3,98769,12672,N,0,0,0,0
453943413,US IGNITE INC,1150 18TH ST NW STE 900,WASHINGTON,DC,20036-3846,3,1,0,1,201612,5,6,1,12,674794,3062768,3062768,Y,201512,3,3841,419374,N,5739826,375898,0,0
453947828,NYSUT AFT NEA AFL-CIO RET,614 HILLINGDON W,HORSEHE,NY,14845-9732,3,2,263264279,5,2,1,1,2,9,7484,2446,2446,N,201509,5,1528,0,N,0,0,0,0
453947954,AMERICAN SILENCER ASSOCIATION,6085 LAKE FORREST DRIVE SUITE,ATLANTA,GA,30328-3892,3,2,0,1,201612,4,5,1,12,119615,568997,568997,N,201412,6,0,0,N,0,0,0,0
453951190,INDEPENDENT THERAPY PROVIDERS ASSOCIATION,PO BOX 151509,AUSTIN,TX,78715-1509,3,2,0,1,201512,1,3,2,12,7314,29838,29838,Y,201512,6,29838,0,N,0,0,0,0
453957158,CANARSIE ASCEND CHARTER S,205 ROCKAWAY PKW,BROOKLY,NY,11212-3444,3,1,0,1,2,6,7,1,6,3060437,7104503,7104503,Y,201506,3,3864996,2045604,N,0,0,0,0
453957827,COUNSELORS OF REAL ESTATE,708 WALNUT ST STE 700,CINCINNATI,OH,45202-2022,9,2,0,1,201612,1,0,2,12,3402,0,0,N,201512,6,0,0,N,0,0,0,0
453963924,NFS MINISTRIES,PO BOX 91,PARKERSBURG,WV,26102-0091,3,1,0,1,201612,3,4,1,12,38111,311713,311713,N,201412,3,36478,8012,N,0,0,0,0
453977605,ST JUDE NEIGHBORHOOD HEALTH CENTERS,731 S HIGHLAND AVE,FULLERTON,CA,92832-2753,3,1,0,1,201606,6,7,1,6,1460386,8990421,8990421,Y,201506,3,2013087,781072,N,0,0,0,0
453982247,MUSTARD SEED - A COMMUNITY CAFE,809 ROSINANTE RD,EL PASO,TX,79922-2915,3,1,0,1,201609,3,4,1,9,37222,116377,116377,Y,201509,3,159661,70,N,148728,183632,0,0
453983754,LIBERTY WARBIRD ASSOCIATION,500 AIRPORT RD STE T,LITITZ,PA,17543-7753,3,1,0,1,201612,4,4,1,12,340983,137290,131046,N,201512,3,81970,250000,N,0,0,0,83
454010956,DOCTORS OF COMMITTED SERVICE FOR HOPE WORLDWIDE,PO BOX 135,NEW HAMPTON,IA,50659-0135,3,1,0,1,201612,3,4,1,12,42375,104414,104414,Y,201512,3,100510,0,N,0,0,0,863
454025624,MARKED BY HEAVEN,PO BOX 14872,MILL CREEK,WA,98082-2872,3,1,0,1,201612,2,4,1,12,23625,269179,220066,Y,201512,3,0,8551,N,463298,0,0,0
454029297,ORTHOARIZONA FOUNDATION,4222 E THOMAS RD STE 250,PHOENIX,AZ,85018-7619,3,1,0,1,201612,3,3,1,12,85311,78100,78100,Y,201412,3,92582,0,N,337046,0,0,0
454029448,NORTH MISSOURI CENTER FOR YOUTH & FAMILIES INC,211 LOCUST ST,CHILLICOTHE,MO,64601-2541,3,1,0,1,201612,5,4,1,12,562695,375603,375603,Y,201512,3,84942,1362,N,536067,0,0,0
454051437,HUMAN ORGAN PROJECT INC,409 N PACIFIC COAST HWY,REDONDO BEACH,CA,90277-2870,3,1,0,1,201612,3,1,2,12,92589,2,2,N,201512,3,14993,0,N,362790,0,0,0
454063576,BRIDGING BRIGHTER SMILES INC,711 W MORELAND BLVD SUITE 204,WAUKESHA,WI,53188-2483,3,1,0,1,201606,4,5,1,6,136487,810862,810862,Y,201506,3,592816,15148,N,22201,1579532,0,0
454088424,SONIC AUTOMOTIVE FAMILY EMERGENCY FUND,4401 COLWICK RD,CHARLOTTE,NC,28211-2311,3,1,0,1,201612,4,4,1,12,117329,180895,180895,N,201512,3,159036,0,N,373555,373555,0,0
